Code du Terme;Descripteur en majuscules;Descripteur en typo riche;Champ sémantique;Synonymes;Synonymes métier;TG (Terme Générique);TS (Termes Spécifiques);TA (Termes Associés);NE (Note d’Explication);NA (Note d’Application);Note de version;ex-synonyme V-1;Code arborescence
42069;EMPLOYE COLLECTIVITE;Employé collectivité;420 SERVICES COMMERCES PROXIMITE;;employé de mairie###employé technique de collectivité###employée technique collectivité###secrétaire de mairie;Services commerces proximité - 42054;;;;Employé pour les formations destinées aux personnes ayant pour tâche de participer au service, à la restauration et à l'entretien dans les collectivités d'accueil.;;;L0A5A4
42032;ESTHETIQUE SOIN CORPOREL;Esthétique soin corporel;420 SERVICES COMMERCES PROXIMITE;bronzage UV###cosmétologie###soin corporel###soin esthétique;esthéticien-cosméticien###esthéticienne-cosméticienne;Services commerces proximité - 42054;Art corporel - 42034###Coiffure - 42050###Drainage lymphatique - 42001###Manucurie - 42030###Maquillage - 42052###Massage esthétique - 42020###Parfumerie - 42040;Cosmétique - 22885###Esthétique soin corporel - 42032;;;;;L0A5A5
42034;ART CORPOREL;Art corporel;420 SERVICES COMMERCES PROXIMITE;body art###implant###piercing###tatouage;;Esthétique soin corporel - 42032;;;;;;;L0A5A5A0
42050;COIFFURE;Coiffure;420 SERVICES COMMERCES PROXIMITE;coiffure dame###coiffure homme###coiffure mixte;barbier###coiffeur barbier###coiffeuse;Esthétique soin corporel - 42032;Assistance coiffure - 42060###Spécialisation coiffure - 42061;;;Notamment employé pour les formations qualifiantes à la coiffure. S'il s'agit de techniques spécialisées, employer [[SPÉCIALISATION COIFFURE]] 42061.;;;L0A5A5A1
42060;ASSISTANCE COIFFURE;Assistance coiffure;420 SERVICES COMMERCES PROXIMITE;;aide-coiffeur###aide-coiffeuse###assistant coiffeur###assistante coiffeuse;Coiffure - 42050;;;;;;;L0A5A5A1A0
42061;SPECIALISATION COIFFURE;Spécialisation coiffure;420 SERVICES COMMERCES PROXIMITE;coiffure scène###coiffure visagisme###coloration capillaire###perfectionnement coiffure###perruque###postiche###stylisme visage;coiffeur visagiste###coiffeuse visagiste###coloriste permanentiste###posticheur perruquier###styliste visagiste;Coiffure - 42050;;;;Employé pour les formations permettant d'acquérir une plus grande qualification ou une spécialisation dans la coiffure.;;;L0A5A5A1A1
42001;DRAINAGE LYMPHATIQUE;Drainage lymphatique;420 SERVICES COMMERCES PROXIMITE;;;Esthétique soin corporel - 42032;;Drainage lymphatique - 42001###Kinésithérapie - 43490###Massage bien-être - 43445;Technique manuelle favorisant le flux des liquides, applicable sur l'ensemble du corps, jouant un rôle d'ordre préventif, curatif et esthétique.;;;;L0A5A5A2
42030;MANUCURIE;Manucurie;420 SERVICES COMMERCES PROXIMITE;manucure###pose ongle###prothèse ongulaire###soin ongle###stylisme ongulaire;prothésiste ongulaire###styliste ongulaire;Esthétique soin corporel - 42032;;Manucurie - 42030###Podologie pédicurie - 43493;;Employé pour les formations aux soins esthétiques des mains, des pieds et principalement des ongles (décoration des ongles, réparation des ongles cassés, pose d'ongles artificiels...). Ne pas confondre avec [[PODOLOGIE PÉDICURIE]] 43493.;;;L0A5A5A3
42052;MAQUILLAGE;Maquillage;420 SERVICES COMMERCES PROXIMITE;body painting###visagisme;maquilleur###maquilleuse;Esthétique soin corporel - 42032;Maquillage spectacle - 42062;Cosmétique - 22885###Maquillage - 42052;;;;;L0A5A5A4
42062;MAQUILLAGE SPECTACLE;Maquillage spectacle;420 SERVICES COMMERCES PROXIMITE;maquillage cinéma###maquillage photo###maquillage théâtre;;Maquillage - 42052;;Maquillage spectacle - 42062###Technique spectacle - 45042;;;;;L0A5A5A4A0
42020;MASSAGE ESTHETIQUE;Massage esthétique;420 SERVICES COMMERCES PROXIMITE;massage californien###massage essentiel###massage profond###modelage corporel;;Esthétique soin corporel - 42032;;Kinésithérapie - 43490###Massage bien-être - 43445###Massage esthétique - 42020###Relaxation - 14449;;Pour les formations au massage thérapeutique, employer [[KINÉSITHÉRAPIE]] 43490.;;;L0A5A5A5
42040;PARFUMERIE;Parfumerie;420 SERVICES COMMERCES PROXIMITE;;vendeur en parfumerie cosmétique###vendeuse en parfumerie cosmétique;Esthétique soin corporel - 42032;;Analyse sensorielle - 11527###Cosmétique - 22885###Parfum - 22895###Parfumerie - 42040;;Employé pour les formations à la vente des cosmétiques et parfums. Pour la fabrication des parfums, employer [[PARFUM]] 22895, pour celle des cosmétiques, [[COSMÉTIQUE]] 22885.;;;L0A5A5A6
42087;LINGERIE;Lingerie;420 SERVICES COMMERCES PROXIMITE;lingerie hôtel;linger###lingère;Services commerces proximité - 42054;;Hygiène hospitalière - 43403###Lingerie - 42087###Service étage - 42786;Service chargé du stockage, de l'entretien et de la distribution du linge dans une communauté, une collectivité, un hôtel.;Pour les formations portant sur la lingerie en hôpital, employer [[HYGIÈNE HOSPITALIÈRE]] 43403.;;;L0A5A6
42093;NETTOYAGE LOCAUX;Nettoyage locaux;420 SERVICES COMMERCES PROXIMITE;dératisation###désinfection locaux###désinsectisation###entretien locaux###hygiène locaux###maintenance locaux###nettoyage entretien###nettoyage industriel###propreté locaux;agent nettoyage locaux###agente nettoyage locaux###nettoyeur locaux surface###nettoyeuse locaux surface###technicien surface###technicienne surface;Services commerces proximité - 42054;Bio-nettoyage - 42086###Entretien sol - 42083###Entretien vitre - 42084###Gestion entreprise nettoyage - 42091;Gestion immobilière - 42133###Hygiène hospitalière - 43403###Hygiène sécurité hôtel restaurant - 42793###Maintenance bâtiment - 22486###Nettoyage locaux - 42093###Salle blanche - 22601;;Employé pour les formations d'agents de surface ou de nettoyage ainsi que pour les formations à l'utilisation et à l'entretien du matériel de nettoyage de locaux.;;;L0A5A7
42086;BIO-NETTOYAGE;Bio-nettoyage;420 SERVICES COMMERCES PROXIMITE;éco-nettoyage;;Nettoyage locaux - 42093;;;Procédé de nettoyage (désinfection et décontamination) applicable dans une zone à risques (secteurs hospitalier, hôtelier, agroalimentaire...), destiné à réduire, momentanément, la bio-contamination d’une surface. Le bio-nettoyage utilise des produits et des méthodes en harmonie avec la nature.;;;;L0A5A7A0
42083;ENTRETIEN SOL;Entretien sol;420 SERVICES COMMERCES PROXIMITE;entretien pierre naturelle;;Nettoyage locaux - 42093;;;;Employé pour les formations aux techniques d'entretien et de nettoyage spécifiques à certains types de sols (thermoplastiques, textiles, marbres, pierres, parquets, etc.).;;;L0A5A7A1
42084;ENTRETIEN VITRE;Entretien vitre;420 SERVICES COMMERCES PROXIMITE;lavage vitre;laveur de vitres###laveuse de vitres;Nettoyage locaux - 42093;;Entretien vitre - 42084###Sécurité travaux en hauteur - 31701;;Employé pour les formations à l'entretien des vitres à faible hauteur ou sur nacelle.;;;L0A5A7A2
42091;GESTION ENTREPRISE NETTOYAGE;Gestion entreprise nettoyage;420 SERVICES COMMERCES PROXIMITE;chantier nettoyage###entreprise nettoyage###entreprise propreté###qualité nettoyage###sécurité nettoyage###vente service propreté;;Nettoyage locaux - 42093;;Gestion des organisations - 32054###Gestion entreprise nettoyage - 42091;;Employé pour les formations à la gestion et à l'organisation des entreprises et des chantiers de nettoyage (aspects techniques, administratifs, législatifs, commerciaux, etc.).;;;L0A5A7A3
42006;NETTOYAGE URBAIN;Nettoyage urbain;420 SERVICES COMMERCES PROXIMITE;entretien mobilier urbain###nettoyage mobilier urbain###élimination graffiti;;Services commerces proximité - 42054;;Four industriel - 22612###Gestion déchet - 12582###Nettoyage urbain - 42006;Entretien et nettoyage des espaces publics (rues, jardins) et du mobilier urbain (abribus, bancs, panneaux de signalisation, supports publicitaires, corbeilles...).;;;;L0A5A8
42008;ORGANISATION EVENEMENT;Organisation événement;420 SERVICES COMMERCES PROXIMITE;;;Services commerces proximité - 42054;Organisation mariage - 42009;Communication événementielle - 46340###Organisation événement - 42008###Organisation événement sportif - 15476###Surveillance grands événements - 42821###Tourisme affaires - 42625;;Employé pour les formations relatives à l'organisation d'événements, à l'exception de ceux liés à la communication d'entreprise pour lesquels employer [[COMMUNICATION ÉVÉNEMENTIELLE]] 46340. Pour les formations spécifiques à l'organisation de mariages, employer [[ORGANISATION MARIAGE]] 42009. Pour les formations spécifique à l'organisation de manifestations sportives employer [[ORGANISATION EVENEMENT SPORTIF]] 15476.;;;L0A5A9
42009;ORGANISATION MARIAGE;Organisation mariage;420 SERVICES COMMERCES PROXIMITE;;organisateur de mariage###organisatrice de mariage###wedding planner;Organisation événement - 42008;;;;Employé pour les formations à l'organisation de mariages.;;;L0A5A9A0
42057;SERVICE FUNERAIRE;Service funéraire;420 SERVICES COMMERCES PROXIMITE;gestion entreprise funéraire###législation funéraire###pompes funèbres###vente marbrerie funéraire###vente service funéraire;;Services commerces proximité - 42054;Thanatopraxie - 42059###Transport funéraire - 42035;Marbrerie - 45505###Service funéraire - 42057;;Employé pour les formations aux activités du service funéraire et à la gestion des entreprises de ce secteur (gestion administrative et financière, gestion commerciale, gestion du personnel...).;;;L0A5B0
42059;THANATOPRAXIE;Thanatopraxie;420 SERVICES COMMERCES PROXIMITE;thanatologie;thanatologue###thanatopracteur###thanatopractrice;Service funéraire - 42057;;;Méthodes de conservation des défunts (embaumement).;;;;L0A5B0A0
42035;TRANSPORT FUNERAIRE;Transport funéraire;420 SERVICES COMMERCES PROXIMITE;;;Service funéraire - 42057;;Transport - 31854###Transport funéraire - 42035;;;;;L0A5B0A1
42027;SERVICE LOCATION;Service location;420 SERVICES COMMERCES PROXIMITE;location linge###location véhicule;;Services commerces proximité - 42054;;Commercialisation immobilière - 42158###Gestion locative - 42121###Service location - 42027;;Employé pour les formations destinées aux personnels des entreprises de location intervenant dans tous secteurs excepté l'immobilier pour lequel employer [[COMMERCIALISATION IMMOBILIÈRE]] 42158 ou [[GESTION LOCATIVE]] 42121.;;;L0A5B1
42056;SERVICE A LA PERSONNE;Service à la personne;420 SERVICES COMMERCES PROXIMITE;coaching scolaire###cours domicile###cuisine domicile###garde malade###livraison course###livraison linge###livraison repas###portage repas###soutien scolaire###téléassistance personne dépendante;coach scolaire;Services commerces proximité - 42054;Accompagnement mobilité - 42081###Assistance administrative domicile - 42078###Assistance informatique domicile - 42080###Gestion structure service à la personne - 42082###Petit bricolage jardinage - 42076###Service maison - 42079###Surveillance habitation - 42075;Aide famille - 44026###Enfance - 44042###Service à la personne - 42056;Services contribuant au mieux-être des personnes à leur domicile.;Employé pour toutes les formations aux services à la personne pour lesquelles il n'existe pas de descripteur plus précis. Pour les formations liées au domaine social, se référer au champ ACTION SOCIALE 440.;;;L0A5B2
42081;ACCOMPAGNEMENT MOBILITE;Accompagnement mobilité;420 SERVICES COMMERCES PROXIMITE;manutention personne dépendante###manutention personne handicapée###manutention personne âgée;;Service à la personne - 42056;;Accompagnement mobilité - 42081###Transport personnes mobilité réduite - 31849;;Employé pour les formations à l'aide à la mobilité des personnes ayant des difficultés de déplacement hors transport. Dans ce cadre employer [[TRANSPORT PERSONNES MOBILITÉ RÉDUITE]] 31849.;;;L0A5B2A0
42078;ASSISTANCE ADMINISTRATIVE DOMICILE;Assistance administrative domicile;420 SERVICES COMMERCES PROXIMITE;;;Service à la personne - 42056;;;;Employé pour les formations à la prise en main des démarches administratives des particuliers dans le cadre des services à la personne.;;;L0A5B2A1
42080;ASSISTANCE INFORMATIQUE DOMICILE;Assistance informatique domicile;420 SERVICES COMMERCES PROXIMITE;;;Service à la personne - 42056;;;;Employé pour les formations à la maintenance informatique et internet à domicile dans le cadre des services à la personne.;;;L0A5B2A2
42082;GESTION STRUCTURE SERVICE A LA PERSONNE;Gestion structure service à la personne;420 SERVICES COMMERCES PROXIMITE;entreprise service à la personne###société service aide domicile;responsable secteur;Service à la personne - 42056;;;;Employé pour les formations à la direction et à l'encadrement de structures liées aux services à la personne.;;;L0A5B2A3
